Code;Company;Link;"""Market Cap""";"""Last trade""";Change;%Change;Sector;ZW1;ZW2;Ticker JSE;Ticker;Ticker Yahoo
JSE:RDF;"""Redefine Properties Limited (JSE:RDF)""";https://www.listcorp.com/jse/rdf/redefine-properties-limited;"""	32771800000""";4,51;-0,04;-0,88;Financials;"(JSE:RDF)""";(JSE:RDF;JSE:RDF;RDF;RDF.JO
JSE:RNI;"""Reinet Investments S.C.A. (JSE:RNI)""";https://www.listcorp.com/jse/rni/reinet-investments;"""	92235400000""";472,01;1,27;0,27;Financials;"(JSE:RNI)""";(JSE:RNI;JSE:RNI;RNI;RNI.JO
JSE:REM;"""Remgro Limited (JSE:REM)""";https://www.listcorp.com/jse/rem/remgro-limited;"""	81594700000""";154,5;0,32;0,21;Financials;"(JSE:REM)""";(JSE:REM;JSE:REM;REM;REM.JO
JSE:REN;"""Renergen Limited (JSE:REN)""";https://www.listcorp.com/jse/ren/renergen-limited;"""	1939640000""";12,33;-0,18;-1,44;"""Oil & Gas""";"(JSE:REN)""";(JSE:REN;JSE:REN;REN;REN.JO
JSE:RES;"""Resilient REIT Limited (JSE:RES)""";https://www.listcorp.com/jse/res/resilient-reit-limited;"""	21894000000""";60,4;0,45;0,75;Financials;"(JSE:RES)""";(JSE:RES;JSE:RES;RES;RES.JO
JSE:RLO;"""Reunert Limited (JSE:RLO)""";https://www.listcorp.com/jse/rlo/reunert-limited;"""	10189100000""";56,26;0,48;0,86;Industrials;"(JSE:RLO)""";(JSE:RLO;JSE:RLO;RLO;RLO.JO
JSE:RTN;"""Rex Trueform Group - N Shares (JSE:RTN)""";https://www.listcorp.com/jse/rtn/rex-trueform-group-n;"""	232846000""";12,5;0;0;"""Consumer Services""";"(JSE:RTN)""";(JSE:RTN;JSE:RTN;RTN;RTN.JO
JSE:RTO;"""Rex Trueform Group (JSE:RTO)""";https://www.listcorp.com/jse/rto/rex-trueform-group;"""	44403600""";11,8;0;0;"""Consumer Services""";"(JSE:RTO)""";(JSE:RTO;JSE:RTO;RTO;RTO.JO
JSE:RFG;"""RFG Holdings Limited (JSE:RFG)""";https://www.listcorp.com/jse/rfg/rfg-holdings-limited;"""	4466950000""";17,04;0,04;0,24;"""Consumer Goods""";"(JSE:RFG)""";(JSE:RFG;JSE:RFG;RFG;RFG.JO
JSE:RHB;"""RH Bophelo Limited (JSE:RHB)""";https://www.listcorp.com/jse/rhb/rh-bophelo-limited;"""	129383000""";2;0;0;Financials;"(JSE:RHB)""";(JSE:RHB;JSE:RHB;RHB;RHB.JO
JSE:RMH;"""RMB Holdings Limited (JSE:RMH)""";https://www.listcorp.com/jse/rmh/rmb-holdings-limited;"""	585032000""";0,43;0,01;2,38;Financials;"(JSE:RMH)""";(JSE:RMH;JSE:RMH;RMH;RMH.JO
JSE:SAC;"""SA Corporate Real Estate Fund Limited (JSE:SAC)""";https://www.listcorp.com/jse/sac/sa-corporate-real-estate-fund-limited;"""	8138270000""";3,07;-0,03;-0,97;Financials;"(JSE:SAC)""";(JSE:SAC;JSE:SAC;SAC;SAC.JO
JSE:SBP;"""Sabvest Capital Limited (JSE:SBP)""";https://www.listcorp.com/jse/sbp/sabvest-capital-limited;"""	3942520000""";102,5;-0,25;-0,24;Financials;"(JSE:SBP)""";(JSE:SBP;JSE:SBP;SBP;SBP.JO
JSE:SAR;"""Safari Investments RSA Limited (JSE:SAR)""";https://www.listcorp.com/jse/sar/safari-investments-rsa-limited;"""	1727430000""";6,7;0;0;Financials;"(JSE:SAR)""";(JSE:SAR;JSE:SAR;SAR;SAR.JO
JSE:SLM;"""Sanlam Limited (JSE:SLM)""";https://www.listcorp.com/jse/slm/sanlam-limited;"""	184383000000""";87,875;0,78;0,9;Financials;"(JSE:SLM)""";(JSE:SLM;JSE:SLM;SLM;SLM.JO
JSE:SNT;"""Santam Limited (JSE:SNT)""";https://www.listcorp.com/jse/snt/santam-limited;"""	47975300000""";418,62;1,92;0,46;Financials;"(JSE:SNT)""";(JSE:SNT;JSE:SNT;SNT;SNT.JO
JSE:SNV;"""Santova Limited (JSE:SNV)""";https://www.listcorp.com/jse/snv/santova-limited;"""	1263990000""";10,1;0,35;3,59;Industrials;"(JSE:SNV)""";(JSE:SNV;JSE:SNV;SNV;SNV.JO
JSE:SAP;"""Sappi Limited (JSE:SAP)""";https://www.listcorp.com/jse/sap/sappi-limited;"""	18568500000""";30,92;0,21;0,68;"""Basic Materials""";"(JSE:SAP)""";(JSE:SAP;JSE:SAP;SAP;SAP.JO
JSE:SOLBE1;"""Sasol Limited - BEE (JSE:SOLBE1)""";https://www.listcorp.com/jse/solbe1/sasol-limited-bee;"""	303905000""";48;0;0;"""Basic Materials""";"E:SOLBE1)""";E:SOLBE1;:SOLBE1;BE1;SOLBE1.JO
JSE:SOL;"""Sasol Limited (JSE:SOL)""";https://www.listcorp.com/jse/sol/sasol-limited;"""	65751200000""";97,52;-4,73;-4,63;"""Basic Materials""";"(JSE:SOL)""";(JSE:SOL;JSE:SOL;SOL;SOL.JO
JSE:SCD;"""Schroder European Real Estate Investment Trust (JSE:SCD)""";https://www.listcorp.com/jse/scd/schroeder-european-reit;"""	2167840000""";16,21;0;0;Financials;"(JSE:SCD)""";(JSE:SCD;JSE:SCD;SCD;SCD.JO
JSE:SHG;"""Sea Harvest Group Limited (JSE:SHG)""";https://www.listcorp.com/jse/shg/sea-harvest-group-limited;"""	2978850000""";8,25;0;0;"""Consumer Goods""";"(JSE:SHG)""";(JSE:SHG;JSE:SHG;SHG;SHG.JO
JSE:SEB;"""Sebata Holdings Limited (JSE:SEB)""";https://www.listcorp.com/jse/seb/sebata-holdings;"""	94230400""";0,82;0;0;Technology;"(JSE:SEB)""";(JSE:SEB;JSE:SEB;SEB;SEB.JO
JSE:SEP;"""Sephaku Holdings Limited (JSE:SEP)""";https://www.listcorp.com/jse/sep/sephaku-holdings-limited;"""	407178000""";1,6;0;0;Industrials;"(JSE:SEP)""";(JSE:SEP;JSE:SEP;SEP;SEP.JO
JSE:SHP;"""Shoprite Holdings Limited (JSE:SHP)""";https://www.listcorp.com/jse/shp/shoprite-holdings-limited;"""	162033000000""";276,81;2,79;1,02;"""Consumer Services""";"(JSE:SHP)""";(JSE:SHP;JSE:SHP;SHP;SHP.JO
JSE:SSW;"""Sibanye Stillwater Limited (JSE:SSW)""";https://www.listcorp.com/jse/ssw/sibanye-stillwater-limited;"""	88540100000""";31,09;-0,19;-0,61;"""Basic Materials""";"(JSE:SSW)""";(JSE:SSW;JSE:SSW;SSW;SSW.JO
JSE:SRE;"""Sirius Real Estate (JSE:SRE)""";https://www.listcorp.com/jse/sre/sirius-real-estate;"""	35060300000""";23,37;0,2;0,86;Financials;"(JSE:SRE)""";(JSE:SRE;JSE:SRE;SRE;SRE.JO
JSE:SOH;"""South Ocean Holdings (JSE:SOH)""";https://www.listcorp.com/jse/soh/south-ocean-holdings;"""	294751000""";1,45;0;0;Industrials;"(JSE:SOH)""";(JSE:SOH;JSE:SOH;SOH;SOH.JO
JSE:S32;"""South32 Limited (JSE:S32)""";https://www.listcorp.com/jse/s32/south32-limited;"""	152075000000""";33,82;0,08;0,24;"""Basic Materials""";"(JSE:S32)""";(JSE:S32;JSE:S32;S32;S32.JO
JSE:SDL;"""Southern Palladium Limited (JSE:SDL)""";https://www.listcorp.com/jse/sdl/southern-palladium-limited;"""	545700000""";6;0;0;"""Basic Materials""";"(JSE:SDL)""";(JSE:SDL;JSE:SDL;SDL;SDL.JO
JSE:SPP;"""Spar Group Limited (JSE:SPP)""";https://www.listcorp.com/jse/spp/spar-group-limited;"""	20801100000""";108,32;0,32;0,3;"""Consumer Services""";"(JSE:SPP)""";(JSE:SPP;JSE:SPP;SPP;SPP.JO
JSE:SEA;"""Spear Reit Limited (JSE:SEA)""";https://www.listcorp.com/jse/sea/spear-reit-limited;"""	4169610000""";10,1;0,05;0,5;Financials;"(JSE:SEA)""";(JSE:SEA;JSE:SEA;SEA;SEA.JO
JSE:SUR;"""Spur Corporation Limited (JSE:SUR)""";https://www.listcorp.com/jse/sur/spur-corporation-limited;"""	3184890000""";35,1;0,1;0,29;"""Consumer Services""";"(JSE:SUR)""";(JSE:SUR;JSE:SUR;SUR;SUR.JO
JSE:SDO;"""STADIO Holdings Limited (JSE:SDO)""";https://www.listcorp.com/jse/sdo/stadio-holdings-limited;"""	7162010000""";8,53;0,12;1,43;"""Consumer Services""";"(JSE:SDO)""";(JSE:SDO;JSE:SDO;SDO;SDO.JO
JSE:SBK;"""Standard Bank Group (JSE:SBK)""";https://www.listcorp.com/jse/sbk/standard-bank-group;"""	372933000000""";227,05;0,52;0,23;Financials;"(JSE:SBK)""";(JSE:SBK;JSE:SBK;SBK;SBK.JO
JSE:SSK;"""Stefanutti Stocks Holdings Limited (JSE:SSK)""";https://www.listcorp.com/jse/ssk/stefanutti-stocks-holdings-limited;"""	771131000""";4,1;0;0;Industrials;"(JSE:SSK)""";(JSE:SSK;JSE:SSK;SSK;SSK.JO
JSE:SSS;"""Stor-Age Property REIT (JSE:SSS)""";https://www.listcorp.com/jse/sss/stor-age-property-reit;"""	7682530000""";16,06;0,11;0,69;Financials;"(JSE:SSS)""";(JSE:SSS;JSE:SSS;SSS;SSS.JO
JSE:SUI;"""Sun International Limited (JSE:SUI)""";https://www.listcorp.com/jse/sui/sun-international-limited;"""	10859100000""";42,61;0,55;1,31;"""Consumer Services""";"(JSE:SUI)""";(JSE:SUI;JSE:SUI;SUI;SUI.JO
JSE:SPG;"""Super Group Limited (JSE:SPG)""";https://www.listcorp.com/jse/spg/super-group-limited;"""	4352000000""";13,36;0,56;4,38;Industrials;"(JSE:SPG)""";(JSE:SPG;JSE:SPG;SPG;SPG.JO
JSE:SRI;"""Supermarket Income REIT (JSE:SRI)""";https://www.listcorp.com/jse/sri/supermarket-income-reit;"""	24924800000""";21;1;5;Financials;"(JSE:SRI)""";(JSE:SRI;JSE:SRI;SRI;SRI.JO
JSE:SYG;"""Sygnia Limited (JSE:SYG)""";https://www.listcorp.com/jse/syg/sygnia-limited;"""	4378610000""";28,75;0,6;2,13;Financials;"(JSE:SYG)""";(JSE:SYG;JSE:SYG;SYG;SYG.JO
JSE:TLM;"""TeleMasters Holdings Limited (JSE:TLM)""";https://www.listcorp.com/jse/tlm/telemasters-holdings-limited;"""	57482800""";1;0;0;Telecommunications;"(JSE:TLM)""";(JSE:TLM;JSE:TLM;TLM;TLM.JO
JSE:TKG;"""Telkom SA Limited (JSE:TKG)""";https://www.listcorp.com/jse/tkg/telkom-sa-limited;"""	21876800000""";44,46;1,66;3,88;Telecommunications;"(JSE:TKG)""";(JSE:TKG;JSE:TKG;TKG;TKG.JO
JSE:TEX;"""Texton Property Fund Limited (JSE:TEX)""";https://www.listcorp.com/jse/tex/texton-property-fund-limited;"""	927468000""";3,14;0,33;11,74;Financials;"(JSE:TEX)""";(JSE:TEX;JSE:TEX;TEX;TEX.JO
JSE:THA;"""Tharisa plc (JSE:THA)""";https://www.listcorp.com/jse/tha/tharisa;"""	5812880000""";19,35;0,14;0,73;"""Basic Materials""";"(JSE:THA)""";(JSE:THA;JSE:THA;THA;THA.JO
JSE:TFG;"""The Foschini Group (JSE:TFG)""";https://www.listcorp.com/jse/tfg/the-foschini-group;"""	40716400000""";124,16;1,16;0,94;"""Consumer Services""";"(JSE:TFG)""";(JSE:TFG;JSE:TFG;TFG;TFG.JO
JSE:TGA;"""Thungela Resources Limited (JSE:TGA)""";https://www.listcorp.com/jse/tga/thungela-resources;"""	12096400000""";86,53;0,43;0,5;"""Basic Materials""";"(JSE:TGA)""";(JSE:TGA;JSE:TGA;TGA;TGA.JO
JSE:TBS;"""Tiger Brands Limited (JSE:TBS)""";https://www.listcorp.com/jse/tbs/tiger-brands-limited;"""	56076100000""";316,56;-2,49;-0,78;"""Consumer Goods""";"(JSE:TBS)""";(JSE:TBS;JSE:TBS;TBS;TBS.JO
JSE:TON;"""Tongaat Hulett Limited (JSE:TON)""";https://www.listcorp.com/jse/ton/tongaat-hulett-limited;"""	545855000""";4,04;0;0;"""Consumer Goods""";"(JSE:TON)""";(JSE:TON;JSE:TON;TON;TON.JO
JSE:CPP;"""Collins Property (JSE:CPP)""";https://www.listcorp.com/jse/tdh/tradehold-limited;"""	2090770000""";8;0;0;Financials;"(JSE:CPP)""";(JSE:CPP;JSE:CPP;CPP;CPP.JO
JSE:TCP;"""Transaction Capital Ltd (JSE:TCP)""";https://www.listcorp.com/jse/tcp/transaction-capital-ltd;"""	0""";2,18;0;0;Financials;"(JSE:TCP)""";(JSE:TCP;JSE:TCP;TCP;TCP.JO
JSE:TPC;"""Transpaco Limited (JSE:TPC)""";https://www.listcorp.com/jse/tpc/transpaco-limited;"""	1057620000""";37,99;0;0;Industrials;"(JSE:TPC)""";(JSE:TPC;JSE:TPC;TPC;TPC.JO
JSE:TRL;"""Trellidor Holdings Limited (JSE:TRL)""";https://www.listcorp.com/jse/trl/trellidor-holdings-limited;"""	177090000""";2,2;0,34;18,28;Industrials;"(JSE:TRL)""";(JSE:TRL;JSE:TRL;TRL;TRL.JO
JSE:TMT;"""Trematon Capital Investments Limited (JSE:TMT)""";https://www.listcorp.com/jse/tmt/trematon-capital-investments-limited;"""	342974000""";1,54;0;0;Financials;"(JSE:TMT)""";(JSE:TMT;JSE:TMT;TMT;TMT.JO
JSE:TRE;"""Trencor Limited (JSE:TRE)""";https://www.listcorp.com/jse/tre/trencor-limited;"""	183947000""";1,06;0;0;Industrials;"(JSE:TRE)""";(JSE:TRE;JSE:TRE;TRE;TRE.JO
JSE:TTO;"""Trustco Group Holdings Limited (JSE:TTO)""";https://www.listcorp.com/jse/tto/trustco-group-holdings-limited;"""	357652000""";0,3;0;0;Financials;"(JSE:TTO)""";(JSE:TTO;JSE:TTO;TTO;TTO.JO
JSE:TRU;"""Truworths International Limited (JSE:TRU)""";https://www.listcorp.com/jse/tru/truworths-international-limited;"""	28366200000""";69,43;-0,01;-0,01;"""Consumer Services""";"(JSE:TRU)""";(JSE:TRU;JSE:TRU;TRU;TRU.JO
JSE:TSG;"""Tsogo Sun Gaming (JSE:TSG)""";https://www.listcorp.com/jse/tsg/tsogo-sun-gaming;"""	7746490000""";7,47;0,04;0,54;"""Consumer Services""";"(JSE:TSG)""";(JSE:TSG;JSE:TSG;TSG;TSG.JO
JSE:UPL;"""Universal Partners Limited (JSE:UPL)""";https://www.listcorp.com/jse/upl/universal-partners-limited;"""	1530780000""";21;0;0;Financials;"(JSE:UPL)""";(JSE:UPL;JSE:UPL;UPL;UPL.JO
JSE:VAL;"""Valterra Platinum Limited (JSE:VAL)""";https://www.listcorp.com/jse/val/valterra-platinum-limited;"""	197876000000""";736;-9,85;-1,32;"""Basic Materials""";"(JSE:VAL)""";(JSE:VAL;JSE:VAL;VAL;VAL.JO
JSE:VIS;"""Visual International Holdings Limited (JSE:VIS)""";https://www.listcorp.com/jse/vis/visual-international-holdings;"""	22182300""";0,02;0;0;Financials;"(JSE:VIS)""";(JSE:VIS;JSE:VIS;VIS;VIS.JO
JSE:VOD;"""Vodacom Group Limited (JSE:VOD)""";https://www.listcorp.com/jse/vod/vodacom-group-limited;"""	270182000000""";128,85;-1,18;-0,91;Telecommunications;"(JSE:VOD)""";(JSE:VOD;JSE:VOD;VOD;VOD.JO
JSE:VKE;"""Vukile Property Fund Limited (JSE:VKE)""";https://www.listcorp.com/jse/vke/vukile-property-fund-limited;"""	24830400000""";20;0,05;0,25;Financials;"(JSE:VKE)""";(JSE:VKE;JSE:VKE;VKE;VKE.JO
JSE:VUN;"""Vunani Limited (JSE:VUN)""";https://www.listcorp.com/jse/vun/vunani-limited;"""	352931000""";2,19;0;0;Financials;"(JSE:VUN)""";(JSE:VUN;JSE:VUN;VUN;VUN.JO
JSE:WBC;"""We Buy Cars Holdings Limited (JSE:WBC)""";https://www.listcorp.com/jse/wbc/we-buy-cars-holdings-limited;"""	23953700000""";58,78;1,43;2,49;Technology;"(JSE:WBC)""";(JSE:WBC;JSE:WBC;WBC;WBC.JO
JSE:WSL;"""Wescoal Holdings Limited (JSE:WSL)""";https://www.listcorp.com/jse/wsl/wescoal-holdings-limited;"""	403120000""";0,87;-0,09;-9,38;"""Basic Materials""";"(JSE:WSL)""";(JSE:WSL;JSE:WSL;WSL;WSL.JO
JSE:WEZ;"""Wesizwe Platinum Limited (JSE:WEZ)""";https://www.listcorp.com/jse/wez/wesizwe-platinum-limited;"""	732522000""";0,45;0;0;"""Basic Materials""";"(JSE:WEZ)""";(JSE:WEZ;JSE:WEZ;WEZ;WEZ.JO
JSE:WBO;"""Wilson Bayly Holmes-Ovcon Limited (JSE:WBO)""";https://www.listcorp.com/jse/wbo/wilson-bayly-holmes-ovcon-limited;"""	12901200000""";182,74;1,07;0,59;Industrials;"(JSE:WBO)""";(JSE:WBO;JSE:WBO;WBO;WBO.JO
JSE:WHL;"""Woolworths Holdings Limited (JSE:WHL)""";https://www.listcorp.com/jse/whl/woolworths-holdings-limited;"""	50996900000""";51,73;0,15;0,29;"""Consumer Services""";"(JSE:WHL)""";(JSE:WHL;JSE:WHL;WHL;WHL.JO
JSE:YYLBEE;"""YeboYethu (RF) Limited (JSE:YYLBEE)""";https://www.listcorp.com/jse/yylbee/yeboyethu-rf-limited;"""	1587480000""";31;1;3,33;Financials;"E:YYLBEE)""";E:YYLBEE;:YYLBEE;BEE;YYLBEE.JO
JSE:YRK;"""York Timber Holdings Limited (JSE:YRK)""";https://www.listcorp.com/jse/yrk/york-timber-holdings-limited;"""	929232000""";1,96;0;0;"""Basic Materials""";"(JSE:YRK)""";(JSE:YRK;JSE:YRK;YRK;YRK.JO
JSE:ZZD;"""Zeda Limited (JSE:ZZD)""";https://www.listcorp.com/jse/zzd/zeda-limited;"""	2307940000""";12,2;0,03;0,25;"""Consumer Goods""";"(JSE:ZZD)""";(JSE:ZZD;JSE:ZZD;ZZD;ZZD.JO
JSE:ZED;"""Zeder Investments Limited (JSE:ZED)""";https://www.listcorp.com/jse/zed/zeder-investments-limited;"""	1894400000""";1,22;-0,01;-0,81;Financials;"(JSE:ZED)""";(JSE:ZED;JSE:ZED;ZED;ZED.JO
ADI;adaptIT Holdings Limited;adaptit.co.za;;;;;ICT Group, serving customers in the manufacturing, mining, higher education and financial services sectors;"(JSE:ADI)""";(JSE:ADI;JSE:ADI;ADI;ADI.JO
AVL;Advanced Health Limited;;;;;;Real estate;"(JSE:AVL)""";(JSE:AVL;JSE:AVL;AVL;AVL.JO
ATI;Afristrat Investment Holdings Limited;;;;;;;"(JSE:ATI)""";(JSE:ATI;JSE:ATI;ATI;ATI.JO
AGI;AG Industries Limited;ag-industries.com;;;;;"Fabricated glass and aluminum products for homes and skyscrapers; windows, mirrors, laminates";"(JSE:AGI)""";(JSE:AGI;JSE:AGI;AGI;AGI.JO
ALH;Alaris Holdings Limited;;;;;;;"(JSE:ALH)""";(JSE:ALH;JSE:ALH;ALH;ALH.JO
ANANP;Anglo America Platinum Ltd;angloamericanplatinum.com;;;;;Platinum mining;"(JSE:ANANP)""";(JSE:ANANP;JSE:ANANP;ANANP;ANANP.JO
ARH;ARB Holdings Limited;arbhold.co.za;;;;;supplier of electrical, lighting and related industrial products to a wide range of customers and market segments across South and sub-Saharan Africa;"(JSE:ARH)""";(JSE:ARH;JSE:ARH;ARH;ARH.JO
AWA;Arrowhead Properties Limited;arrowheadproperties.co.za;;;;;Property loan stock company holding a diverse portfolio of retail, industrial and commercial buildings in secondary locations throughout South Africa;"(JSE:AWA)""";(JSE:AWA;JSE:AWA;AWA;AWA.JO
BSR;Basil Read Holdings Limited;basilread.co.za;;;;;civil engineering, building construction, road construction, mining services;"(JSE:BSR)""";(JSE:BSR;JSE:BSR;BSR;BSR.JO
BAU;Bauba Resources Limited;baubaplatinum.co.za;;;;;platinum exploration company;"(JSE:BAU)""";(JSE:BAU;JSE:BAU;BAU;BAU.JO
BUC;Buffalo Coal Corporation;;;;;;;"(JSE:BUC)""";(JSE:BUC;JSE:BUC;BUC;BUC.JO
CPF;Capital Property Fund;capitalproperty.co.za;;;;;financial services;"(JSE:CPF)""";(JSE:CPF;JSE:CPF;CPF;CPF.JO
CRG;Cargo Carriers Limited;cargocarriers.co.za;;;;;trans-Southern Africa trucking, industrial trucking;"(JSE:CRG)""";(JSE:CRG;JSE:CRG;CRG;CRG.JO
CDZ;Cadiz Holdings Limited;cadiz.co.za;;;;;financial services;"(JSE:CDZ)""";(JSE:CDZ;JSE:CDZ;CDZ;CDZ.JO
CRM;Ceramic Industries Limited;ceramic.co.za;;;;;tiles and sanitaryware;"(JSE:CRM)""";(JSE:CRM;JSE:CRM;CRM;CRM.JO
CLR;Clover Industries Ltd;clover.co.za;;;;;"dairy products; consumer goods";"(JSE:CLR)""";(JSE:CLR;JSE:CLR;CLR;CLR.JO
CMA;Command Holdings Limited;command.co.za;;;;;security services;"(JSE:CMA)""";(JSE:CMA;JSE:CMA;CMA;CMA.JO
CCL;Compu Clearing Outsourcing Limited;compu-clearing.co.za;;;;;air cargo services;"(JSE:CCL)""";(JSE:CCL;JSE:CCL;CCL;CCL.JO
CNX;Conafex Holdings Societe Anonyme;;;;;;tea, health food;"(JSE:CNX)""";(JSE:CNX;JSE:CNX;CNX;CNX.JO
CCR;Concor Limited;concor.co.za;;;;;"building society; civil engineering";"(JSE:CCR)""";(JSE:CCR;JSE:CCR;CCR;CCR.JO
CNS;Consol Limited;;;;;;glass, glass goods, plastic;"(JSE:CNS)""";(JSE:CNS;JSE:CNS;CNS;CNS.JO
CNL;Control Instruments Group Limited;ci.co.za;;;;;automotive components, automotive electronics, automotive industry services;"(JSE:CNL)""";(JSE:CNL;JSE:CNL;CNL;CNL.JO
CVS;Corvus Capital (SA) Holdings Limited;corvuscapital.com;;;;;financial services;"(JSE:CVS)""";(JSE:CVS;JSE:CVS;CVS;CVS.JO
CUL;Cullinan Holdings Limited;cullinan.co.za;;;;;holding company involved in tourism and leisure;"(JSE:CUL)""";(JSE:CUL;JSE:CUL;CUL;CUL.JO
DST;Distell Group Limited;distell.co.za;;;;;alcoholic beverages;"(JSE:DST)""";(JSE:DST;JSE:DST;DST;DST.JO
EPP;EPP NV;;;;;;;"(JSE:EPP)""";(JSE:EPP;JSE:EPP;EPP;EPP.JO
ERN;Erin Energy Corporation;;;;;;;"(JSE:ERN)""";(JSE:ERN;JSE:ERN;ERN;ERN.JO
ETO;Etion Limited;;;;;;;"(JSE:ETO)""";(JSE:ETO;JSE:ETO;ETO;ETO.JO
FTB;Fairvest Property Holdings Limited;;;;;;commercial and residential property management;"(JSE:FTB)""";(JSE:FTB;JSE:FTB;FTB;FTB.JO
FTA;Fairvest Property Holdings Limited;;;;;;;"(JSE:FTA)""";(JSE:FTA;JSE:FTA;FTA;FTA.JO
FSE;Firestone Energy Limited;;;;;;Energy;"(JSE:FSE)""";(JSE:FSE;JSE:FSE;FSE;FSE.JO
FDP;Freedom Property Fund Limited;;;;;;a property fund;"(JSE:FDP)""";(JSE:FDP;JSE:FDP;FDP;FDP.JO
GNDP;Grindrond Shipping Holdings Limited;;;;;;;"(JSE:GNDP)""";(JSE:GNDP;JSE:GNDP;GNDP;GNDP.JO
HAL;Halogen Holdings Societe Anonyme;Halogen-hired web page service;;;;;Luxembourg-based holding company, mining, gold mining;"(JSE:HAL)""";(JSE:HAL;JSE:HAL;HAL;HAL.JO
HVL;Highveld Steel and Vanadium Corporation Limited;highveldsteel.co.za;;;;;metallurgy;"(JSE:HVL)""";(JSE:HVL;JSE:HVL;HVL;HVL.JO
HPA;Hospitality Property Fund Limited;hpf.co.za;;;;;hotel and resort property fund;"(JSE:HPA)""";(JSE:HPA;JSE:HPA;HPA;HPA.JO
BSB;The House of Busby Limited;busbyhouse.com;;;;;fashion;"(JSE:BSB)""";(JSE:BSB;JSE:BSB;BSB;BSB.JO
HWN;Howden Africa Holdings Limited;HowdenAfrica/;;;;;"global company; industrial machinery";"(JSE:HWN)""";(JSE:HWN;JSE:HWN;HWN;HWN.JO
HWHWA;Hwange Colliery Company Limited;hwangecolliery.co.zw;;;;;Zimbabwe-based coal company;"(JSE:HWHWA)""";(JSE:HWHWA;JSE:HWHWA;HWHWA;HWHWA.JO
IDN;Idion Technology Holdings Limited;;;;;;suspended from trading;"(JSE:IDN)""";(JSE:IDN;JSE:IDN;IDN;IDN.JO
IFH;IFA Hotels and Resorts Limited;;;;;;hotels and resorts;"(JSE:IFH)""";(JSE:IFH;JSE:IFH;IFH;IFH.JO
IFR;Ifour Properties Limited;;;;;;"delisted; financial services, real estate investment trusts";"(JSE:IFR)""";(JSE:IFR;JSE:IFR;IFR;IFR.JO
ILA;Iliad Africa Limited;iliadafrica.co.za;;;;;building materials and supplies;"(JSE:ILA)""";(JSE:ILA;JSE:ILA;ILA;ILA.JO
ILV;Illovo Sugar Limited;illovo.co.za;;;;;Southern African sugarcane grower;"(JSE:ILV)""";(JSE:ILV;JSE:ILV;ILV;ILV.JO
IPL;Imperial Holdings Limited;imperial.co.za;;;;;mobility/freight, including trucking, aviation, rentals, insurance;"(JSE:IPL)""";(JSE:IPL;JSE:IPL;IPL;IPL.JO
IMU;Imuniti Holdings;imuniti.co.za;;;;;pharmaceuticals, dietary supplements, natural medicine;"(JSE:IMU)""";(JSE:IMU;JSE:IMU;IMU;IMU.JO
IDQ;Indequity Group Limited;;;;;;insurance and financial services;"(JSE:IDQ)""";(JSE:IDQ;JSE:IDQ;IDQ;IDQ.JO
IFW;Infowave Holdings Limited;infowave.co.za/;;;;;information technology;"(JSE:IFW)""";(JSE:IFW;JSE:IFW;IFW;IFW.JO
IPS;IPSA Group;ipsagroup.co.uk;;;;;electricity generation;"(JSE:IPS)""";(JSE:IPS;JSE:IPS;IPS;IPS.JO
JSC;Jasco Electronics Holdings Limited;jasco.co.za;;;;;"electronics manufacture including telecom towers and ancillary equipment; electrical cables and security equipment";"(JSE:JSC)""";(JSE:JSC;JSE:JSC;JSC;JSC.JO
L2D;Liberty Two Degrees Limited;;;;;;Property;"(JSE:L2D)""";(JSE:L2D;JSE:L2D;L2D;L2D.JO
LBH;Liberty Holdings Limited;liberty.co.za;;;;;the holding company for Liberty Life, an insurance company;"(JSE:LBH)""";(JSE:LBH;JSE:LBH;LBH;LBH.JO
LNF;London Finance & Investment Group plc;;;;;;financial services;"(JSE:LNF)""";(JSE:LNF;JSE:LNF;LNF;LNF.JO
L4L;Long4life Limited;;;;;;;"(JSE:L4L)""";(JSE:L4L;JSE:L4L;L4L;L4L.JO
LUX;Luxe Holdings Limited;;;;;;luxury goods;"(JSE:LUX)""";(JSE:LUX;JSE:LUX;LUX;LUX.JO
MCU;M Cubed Holdings Limited;;;;;;financial services;"(JSE:MCU)""";(JSE:MCU;JSE:MCU;MCU;MCU.JO
MDN;Madison Property Fund Managers Holdings Ltd;;;;;;;"(JSE:MDN)""";(JSE:MDN;JSE:MDN;MDN;MDN.JO
MKL;Makalani Holdings Limited;;;;;;"holding company; finance";"(JSE:MKL)""";(JSE:MKL;JSE:MKL;MKL;MKL.JO
MAS;Masonite (Africa) Limited;;;;;;forestry, construction materials;"(JSE:MAS)""";(JSE:MAS;JSE:MAS;MAS;MAS.JO
MSM;Massmart Holdings Limited;;;;;;retail;"(JSE:MSM)""";(JSE:MSM;JSE:MSM;MSM;MSM.JO
MTZ;Matodzi Resources Limited;;;;;;diamonds in Lesotho;"(JSE:MTZ)""";(JSE:MTZ;JSE:MTZ;MTZ;MTZ.JO
MDC;Medi-Clinic Corporation Limited;;;;;;;"(JSE:MDC)""";(JSE:MDC;JSE:MDC;MDC;MDC.JO
MTL;Mercantile Bank Holdings Limited;;;;;;;"(JSE:MTL)""";(JSE:MTL;JSE:MTL;MTL;MTL.JO
