,Ticker,Name,Währung,Börse,Sektor,Branche
772,NTRS,Northern Trust Corporation,USD,NMS,Financial Services,Asset Management
773,NUE,Nucor Corporation,USD,NYQ,Basic Materials,Steel
774,NVDA,NVIDIA Corporation,USD,NMS,Technology,Semiconductors
775,NVLS,N/A,N/A,YHD,N/A,N/A
776,NVR,"NVR, Inc.",USD,NYQ,Consumer Cyclical,Residential Construction
777,NWL,Newell Brands Inc.,USD,NMS,Consumer Defensive,Household & Personal Products
778,NWS,News Corporation,USD,NMS,Communication Services,Entertainment
779,NWSA,News Corporation,USD,NMS,Communication Services,Entertainment
780,NXPI,NXP Semiconductors N.V.,USD,NMS,Technology,Semiconductors
781,NXTL,N/A,N/A,YHD,N/A,N/A
782,NYN,N/A,N/A,NMS,N/A,N/A
783,NYT,The New York Times Company,USD,NYQ,Communication Services,Publishing
784,NYX,"NYIAX, Inc. Common Stock",N/A,NAS,N/A,N/A
785,O,Realty Income Corporation,USD,NYQ,Real Estate,REIT - Retail
786,OAT,N/A,N/A,YHD,N/A,N/A
787,ODFL,"Old Dominion Freight Line, Inc.",USD,NMS,Industrials,Trucking
788,ODP,The ODP Corporation,USD,NMS,Consumer Cyclical,Specialty Retail
789,OGN,Organon & Co.,USD,NYQ,Healthcare,Drug Manufacturers - General
790,OI,"O-I Glass, Inc.",USD,NYQ,Consumer Cyclical,Packaging & Containers
791,OK,N/A,N/A,YHD,N/A,N/A
792,OKE,"ONEOK, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
793,OM,"Outset Medical, Inc.",USD,NMS,Healthcare,Medical Devices
794,OMC,Omnicom Group Inc.,USD,NYQ,Communication Services,Advertising Agencies
795,OMX,N/A,N/A,YHD,N/A,N/A
796,ON,ON Semiconductor Corporation,USD,NMS,Technology,Semiconductors
797,ONE,N/A,N/A,N/A,N/A,N/A
798,ORCL,Oracle Corporation,USD,NYQ,Technology,Software - Infrastructure
799,ORLY,"O'Reilly Automotive, Inc.",USD,NMS,Consumer Cyclical,Auto Parts
800,ORX,N/A,N/A,YHD,N/A,N/A
801,OTIS,Otis Worldwide Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
802,OWENQ,N/A,N/A,YHD,N/A,N/A
803,OXY,Occidental Petroleum Corporation,USD,NYQ,Energy,Oil & Gas E&P
804,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",USD,NYQ,Industrials,Airports & Air Services
805,PALM,N/A,N/A,YHD,N/A,N/A
806,PANW,"Palo Alto Networks, Inc.",USD,NMS,Technology,Software - Infrastructure
807,PARA,Paramount Skydance Corporation,USD,NMS,Communication Services,Entertainment
808,PAS,N/A,N/A,YHD,N/A,N/A
809,PAYC,"Paycom Software, Inc.",USD,NYQ,Technology,Software - Application
810,PAYX,"Paychex, Inc.",USD,NMS,Technology,Software - Application
811,PBCT,N/A,N/A,N/A,N/A,N/A
812,PBG,N/A,N/A,YHD,N/A,N/A
813,PBI,Pitney Bowes Inc.,USD,NYQ,Industrials,Integrated Freight & Logistics
814,PBY,Prospect Capital Corporation,USD,NYQ,N/A,N/A
815,PCAR,PACCAR Inc,USD,NMS,Industrials,Farm & Heavy Construction Machinery
816,PCG,PG&E Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
817,PCH,PotlatchDeltic Corporation,USD,NMS,Real Estate,REIT - Specialty
818,PCL,PGIM Corporate Bond 10+ Year ETF,USD,BTS,N/A,N/A
819,PCP,N/A,N/A,YHD,N/A,N/A
820,PCS,PGIM Corporate Bond 0-5 Year ETF,USD,BTS,N/A,N/A
821,PD,"PagerDuty, Inc.",USD,NYQ,Technology,Software - Application
822,PDCO,N/A,N/A,N/A,N/A,N/A
823,PDG,N/A,N/A,YHD,N/A,N/A
824,PEAK,N/A,N/A,N/A,N/A,N/A
825,PEG,Public Service Enterprise Group Incorporated,USD,NYQ,Utilities,Utilities - Regulated Electric
826,PEL,N/A,N/A,YHD,N/A,N/A
827,PENN,"PENN Entertainment, Inc.",USD,NMS,Consumer Cyclical,Resorts & Casinos
828,PEP,"PepsiCo, Inc.",USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
829,PET,Wag! Group Co.,USD,NGM,Technology,Software - Application
830,PETM,N/A,N/A,YHD,N/A,N/A
831,PFE,Pfizer Inc.,USD,NYQ,Healthcare,Drug Manufacturers - General
832,PFG,"Principal Financial Group, Inc.",USD,NMS,Financial Services,Asset Management
833,PG,The Procter & Gamble Company,USD,NYQ,Consumer Defensive,Household & Personal Products
834,PGL,Invesco Long Term Government Bond ETF,N/A,YHD,N/A,N/A
835,PGN,N/A,N/A,YHD,N/A,N/A
836,PGR,The Progressive Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
837,PH,Parker-Hannifin Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
838,PHA,N/A,N/A,YHD,N/A,N/A
839,PHB,Invesco Fundamental High Yield Corporate Bond ETF,USD,PCX,N/A,N/A
840,PHM,"PulteGroup, Inc.",USD,NYQ,Consumer Cyclical,Residential Construction
841,PKG,Packaging Corporation of America,USD,NYQ,Consumer Cyclical,Packaging & Containers
842,PKI,N/A,N/A,N/A,N/A,N/A
843,PLD,"Prologis, Inc.",USD,NYQ,Real Estate,REIT - Industrial
844,PLL,Piedmont Lithium Inc.,USD,NCM,Basic Materials,Other Industrial Metals & Mining
845,PLTR,Palantir Technologies Inc.,USD,NMS,Technology,Software - Infrastructure
846,PM,Philip Morris International Inc.,USD,NYQ,Consumer Defensive,Tobacco
847,PMCS,N/A,N/A,YHD,N/A,N/A
848,PMI,"Picard Medical, Inc.",USD,ASE,Healthcare,Medical Devices
849,PNC,"The PNC Financial Services Group, Inc.",USD,NYQ,Financial Services,Banks - Regional
850,PNR,Pentair plc,USD,NYQ,Industrials,Specialty Industrial Machinery
851,PNU,N/A,N/A,YHD,N/A,N/A
852,PNW,Pinnacle West Capital Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
853,PODD,Insulet Corporation,USD,NMS,Healthcare,Medical Devices
854,POM,Pomdoctor Ltd,N/A,YHD,N/A,N/A
855,POOL,Pool Corporation,USD,NMS,Industrials,Industrial Distribution
856,PPG,"PPG Industries, Inc.",USD,NYQ,Basic Materials,Specialty Chemicals
857,PPL,PPL Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
858,PPW,N/A,N/A,YHD,N/A,N/A
859,PRD,N/A,N/A,YHD,N/A,N/A
860,PRGO,Perrigo Company plc,USD,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic
861,PRU,"Prudential Financial, Inc.",USD,NYQ,Financial Services,Insurance - Life
862,PSA,Public Storage,USD,NYQ,Real Estate,REIT - Industrial
863,PSFT,N/A,N/A,N/A,N/A,N/A
864,PSX,Phillips 66,USD,NYQ,Energy,Oil & Gas Refining & Marketing
865,PTC,PTC Inc.,USD,NMS,Technology,Software - Application
866,PTV,N/A,N/A,YHD,N/A,N/A
867,PVH,PVH Corp.,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
868,PVN,N/A,N/A,YHD,N/A,N/A
869,PVT,N/A,N/A,N/A,N/A,N/A
870,PWER,Macquarie Energy Transition ETF,USD,PCX,N/A,N/A
871,PWJ,Invesco S&amp;P MidCap Momentum ETF,N/A,YHD,N/A,N/A
872,PWR,"Quanta Services, Inc.",USD,NYQ,Industrials,Engineering & Construction
873,PX,"P10, Inc.",USD,NYQ,Financial Services,Asset Management
874,PXD,N/A,N/A,N/A,N/A,N/A
875,PYPL,"PayPal Holdings, Inc.",USD,NMS,Financial Services,Credit Services
876,PZE,N/A,N/A,YHD,N/A,N/A
877,Q,Qnity Electronics Inc,N/A,YHD,N/A,N/A
878,QCOM,QUALCOMM Incorporated,USD,NMS,Technology,Semiconductors
879,QEP,N/A,N/A,N/A,N/A,N/A
880,QLGC,N/A,N/A,YHD,N/A,N/A
881,QRVO,"Qorvo, Inc.",USD,NMS,Technology,Semiconductors
882,QTRN,N/A,N/A,YHD,N/A,N/A
883,R,"Ryder System, Inc.",USD,NYQ,Industrials,Rental & Leasing Services
884,RAD,N/A,N/A,N/A,N/A,N/A
885,RAI,N/A,N/A,YHD,N/A,N/A
886,RAL,Ralliant Corporation,USD,NYQ,Technology,Electronic Components
887,RATL,N/A,N/A,YHD,N/A,N/A
888,RBD,N/A,N/A,YHD,N/A,N/A
889,RBK,N/A,N/A,YHD,N/A,N/A
890,RCL,Royal Caribbean Cruises Ltd.,USD,NYQ,Consumer Cyclical,Travel Services
891,RDC,N/A,N/A,N/A,N/A,N/A
892,RDS.A,N/A,N/A,N/A,N/A,N/A
893,RE,N/A,N/A,N/A,N/A,N/A
894,REG,Regency Centers Corporation,USD,NMS,Real Estate,REIT - Retail
895,REGN,"Regeneron Pharmaceuticals, Inc.",USD,NMS,Healthcare,Biotechnology
896,RF,Regions Financial Corporation,USD,NYQ,Financial Services,Banks - Regional
897,RHI,Robert Half Inc.,USD,NYQ,Industrials,Staffing & Employment Services
898,RHT,N/A,N/A,N/A,N/A,N/A
899,RIG,Transocean Ltd.,USD,NYQ,Energy,Oil & Gas Drilling
900,RJF,"Raymond James Financial, Inc.",USD,NYQ,Financial Services,Asset Management
901,RL,Ralph Lauren Corporation,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
902,RLM,N/A,N/A,N/A,N/A,N/A
903,RMD,ResMed Inc.,USD,NYQ,Healthcare,Medical Instruments & Supplies
904,RML,N/A,N/A,YHD,N/A,N/A
905,RNB,N/A,N/A,YHD,N/A,N/A
906,ROH,N/A,N/A,YHD,N/A,N/A
907,ROK,"Rockwell Automation, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
908,ROL,"Rollins, Inc.",USD,NYQ,Consumer Cyclical,Personal Services
909,ROP,"Roper Technologies, Inc.",USD,NMS,Technology,Software - Application
910,ROST,"Ross Stores, Inc.",USD,NMS,Consumer Cyclical,Apparel Retail
911,RRC,Range Resources Corporation,USD,NYQ,Energy,Oil & Gas E&P
912,RRD,N/A,N/A,N/A,N/A,N/A
913,RSG,"Republic Services, Inc.",USD,NYQ,Industrials,Waste Management
914,RSHCQ,N/A,N/A,YHD,N/A,N/A
915,RTN,N/A,N/A,N/A,N/A,N/A
916,RTX,RTX Corporation,USD,NYQ,Industrials,Aerospace & Defense
917,RVTY,"Revvity, Inc.",USD,NYQ,Healthcare,Diagnostics & Research
918,RX,N/A,N/A,YHD,N/A,N/A
919,RYAN,"Ryan Specialty Holdings, Inc.",USD,NYQ,Financial Services,Insurance - Specialty
920,RYC,N/A,N/A,YHD,N/A,N/A
921,RYI,Ryerson Holding Corporation,USD,NYQ,Industrials,Metal Fabrication
922,S,"SentinelOne, Inc.",USD,NYQ,Technology,Software - Infrastructure
923,SAF,N/A,USD,NYQ,N/A,N/A
924,SAI,N/A,N/A,N/A,N/A,N/A
925,SANM,Sanmina Corporation,USD,NMS,Technology,Electronic Components
926,SAPE,N/A,N/A,YHD,N/A,N/A
927,SB,"Safe Bulkers, Inc.",USD,NYQ,Industrials,Marine Shipping
928,SBAC,SBA Communications Corporation,USD,NMS,Real Estate,REIT - Specialty
929,SBL,N/A,N/A,YHD,N/A,N/A
930,SBNY,Signature Bank,USD,PNK,Financial Services,Banks - Regional
931,SBUX,Starbucks Corporation,USD,NMS,Consumer Cyclical,Restaurants
932,SCG,SCANA Corporation,N/A,YHD,N/A,N/A
933,SCHW,The Charles Schwab Corporation,USD,NYQ,Financial Services,Capital Markets
934,SCI,Service Corporation International,USD,NYQ,Consumer Cyclical,Personal Services
935,SDS,ProShares UltraShort S&P500,USD,PCX,N/A,N/A
936,SE,Sea Limited,USD,NYQ,Consumer Cyclical,Internet Retail
937,SEBL,N/A,N/A,YHD,N/A,N/A
938,SEDG,"SolarEdge Technologies, Inc.",USD,NMS,Technology,Solar
939,SEE,Sealed Air Corporation,USD,NYQ,Consumer Cyclical,Packaging & Containers
940,SEG,Seaport Entertainment Group Inc.,USD,NYQ,Real Estate,Real Estate Services
941,SFA,N/A,N/A,YHD,N/A,N/A
942,SFS,N/A,N/A,N/A,N/A,N/A
943,SGID,N/A,N/A,N/A,N/A,N/A
944,SGP,N/A,N/A,YHD,N/A,N/A
945,SHLD,Global X Defense Tech ETF,USD,PCX,N/A,N/A
946,SHN,N/A,N/A,N/A,N/A,N/A
947,SHW,The Sherwin-Williams Company,USD,NYQ,Basic Materials,Specialty Chemicals
948,SIAL,N/A,N/A,YHD,N/A,N/A
949,SIG,Signet Jewelers Limited,USD,NYQ,Consumer Cyclical,Luxury Goods
950,SII,Sprott Inc.,USD,NYQ,Financial Services,Asset Management
951,SIVB,N/A,N/A,N/A,N/A,N/A
952,SJM,The J. M. Smucker Company,USD,NYQ,Consumer Defensive,Packaged Foods
953,SK,N/A,N/A,YHD,N/A,N/A
954,SLB,Schlumberger Limited,USD,NYQ,Energy,Oil & Gas Equipment & Services
955,SLG,SL Green Realty Corp.,USD,NYQ,Real Estate,REIT - Office
956,SLM,SLM Corporation,USD,NMS,Financial Services,Credit Services
957,SLR,N/A,N/A,YHD,N/A,N/A
958,SMCI,"Super Micro Computer, Inc.",USD,NMS,Technology,Computer Hardware
959,SMI,VanEck HIP Sustainable Muni ETF,USD,BTS,N/A,N/A
960,SMS,N/A,N/A,YHD,N/A,N/A
961,SNA,Snap-on Incorporated,USD,NYQ,Industrials,Tools & Accessories
962,SNDK,Sandisk Corporation,USD,NMS,Technology,Computer Hardware
963,SNI,Shenni Holdings Ltd,N/A,YHD,N/A,N/A
964,SNPS,"Synopsys, Inc.",USD,NMS,Technology,Software - Infrastructure
965,SNT,Senstar Technologies Corporation,USD,NGM,Industrials,Security & Protection Services
966,SNV,Synovus Financial Corp.,USD,NYQ,Financial Services,Banks - Regional
967,SO,The Southern Company,USD,NYQ,Utilities,Utilities - Regulated Electric
968,SOLV,Solventum Corporation,USD,NYQ,Healthcare,Medical Instruments & Supplies
969,SOTR,N/A,N/A,YHD,N/A,N/A
970,SOV,N/A,N/A,YHD,N/A,N/A
971,SPG,"Simon Property Group, Inc.",USD,NYQ,Real Estate,REIT - Retail
972,SPGI,S&P Global Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
973,SPLS,N/A,N/A,YHD,N/A,N/A
974,SRCL,N/A,N/A,N/A,N/A,N/A
975,SRE,Sempra,USD,NYQ,Utilities,Utilities - Diversified
976,SRR,N/A,N/A,YHD,N/A,N/A
977,SSP,The E.W. Scripps Company,USD,NMS,Communication Services,Broadcasting
978,STE,STERIS plc,USD,NYQ,Healthcare,Medical Devices
979,STI,"Solidion Technology, Inc.",USD,NGM,Industrials,Electrical Equipment & Parts
980,STJ,N/A,N/A,YHD,N/A,N/A
981,STLD,"Steel Dynamics, Inc.",USD,NMS,Basic Materials,Steel
982,STO,N/A,N/A,YHD,N/A,N/A
983,STR,Sitio Royalties Corp.,USD,NYQ,Energy,Oil & Gas E&P
984,STT,State Street Corporation,USD,NYQ,Financial Services,Asset Management
985,STX,Seagate Technology Holdings plc,USD,NMS,Technology,Computer Hardware
986,STZ,"Constellation Brands, Inc.",USD,NYQ,Consumer Defensive,Beverages - Brewers
987,SUB,iShares Short-Term National Muni Bond ETF,USD,PCX,N/A,N/A
988,SUN,Sunoco LP,USD,NYQ,Energy,Oil & Gas Refining & Marketing
989,SUNEQ,N/A,N/A,YHD,N/A,N/A
990,SVU,SUPERVALU INC.,N/A,YHD,N/A,N/A
991,SW,Smurfit Westrock Plc,USD,NYQ,Consumer Cyclical,Packaging & Containers
992,SWK,"Stanley Black & Decker, Inc.",USD,NYQ,Industrials,Tools & Accessories
993,SWKS,"Skyworks Solutions, Inc.",USD,NMS,Technology,Semiconductors
994,SWN,N/A,N/A,N/A,N/A,N/A
995,SWY,N/A,N/A,YHD,N/A,N/A
996,SXCL,N/A,N/A,YHD,N/A,N/A
997,SYF,Synchrony Financial,USD,NYQ,Financial Services,Credit Services
998,SYK,Stryker Corporation,USD,NYQ,Healthcare,Medical Devices
999,SYMC,N/A,N/A,N/A,N/A,N/A
1000,SYY,Sysco Corporation,USD,NYQ,Consumer Defensive,Food Distribution
1001,T,AT&T Inc.,USD,NYQ,Communication Services,Telecom Services
1002,TA,N/A,N/A,N/A,N/A,N/A
1003,TAP,Molson Coors Beverage Company,USD,NYQ,Consumer Defensive,Beverages - Brewers
1004,TCOMA,N/A,N/A,YHD,N/A,N/A
1005,TDC,Teradata Corporation,USD,NYQ,Technology,Software - Infrastructure
1006,TDG,TransDigm Group Incorporated,USD,NYQ,Industrials,Aerospace & Defense
1007,TDM,N/A,N/A,NMS,N/A,N/A
1008,TDY,Teledyne Technologies Incorporated,USD,NYQ,Technology,Scientific & Technical Instruments
1009,TE,T1 Energy Inc.,USD,NYQ,Industrials,Electrical Equipment & Parts
1010,TECH,Bio-Techne Corporation,USD,NMS,Healthcare,Biotechnology
1011,TEG,N/A,N/A,YHD,N/A,N/A
1012,TEK,iShares Technology Opportunities Active ETF,USD,PCX,N/A,N/A
1013,TEL,TE Connectivity plc,USD,NYQ,Technology,Electronic Components
1014,TEN,Tsakos Energy Navigation Limited,USD,NYQ,Energy,Oil & Gas Midstream
1015,TER,"Teradyne, Inc.",USD,NMS,Technology,Semiconductor Equipment & Materials
1016,TEX,Terex Corporation,USD,NYQ,Industrials,Farm & Heavy Construction Machinery
1017,TFC,Truist Financial Corporation,USD,NYQ,Financial Services,Banks - Regional
1018,TFX,Teleflex Incorporated,USD,NYQ,Healthcare,Medical Instruments & Supplies
1019,TGNA,TEGNA Inc.,USD,NYQ,Communication Services,Broadcasting
1020,TGT,Target Corporation,USD,NYQ,Consumer Defensive,Discount Stores
1021,THC,Tenet Healthcare Corporation,USD,NYQ,Healthcare,Medical Care Facilities
1022,THY,Toews Agility Shares Dynamic Tactical Income ETF,USD,PCX,N/A,N/A
1023,TIE,N/A,N/A,YHD,N/A,N/A
1024,TIF,N/A,N/A,N/A,N/A,N/A
1025,TIN,N/A,N/A,YHD,N/A,N/A
1026,TJX,"The TJX Companies, Inc.",USD,NYQ,Consumer Cyclical,Apparel Retail
1027,TKR,The Timken Company,USD,NYQ,Industrials,Tools & Accessories
1028,TLAB,N/A,N/A,YHD,N/A,N/A
1029,TMC,TMC the metals company Inc.,USD,NMS,Basic Materials,Other Industrial Metals & Mining
1030,TMC.A,N/A,N/A,N/A,N/A,N/A
1031,TMK,N/A,N/A,N/A,N/A,N/A
1032,TMO,Thermo Fisher Scientific Inc.,USD,NYQ,Healthcare,Diagnostics & Research
1033,TMUS,"T-Mobile US, Inc.",USD,NMS,Communication Services,Telecom Services
1034,TNB,N/A,N/A,YHD,N/A,N/A
1035,TOS,N/A,N/A,YHD,N/A,N/A
1036,TOY,N/A,N/A,YHD,N/A,N/A
1037,TPL,Texas Pacific Land Corporation,USD,NYQ,Energy,Oil & Gas E&P
1038,TPR,"Tapestry, Inc.",USD,NYQ,Consumer Cyclical,Luxury Goods
1039,TRB,N/A,N/A,YHD,N/A,N/A
1040,TRGP,Targa Resources Corp.,USD,NYQ,Energy,Oil & Gas Midstream
1041,TRIP,"Tripadvisor, Inc.",USD,NMS,Consumer Cyclical,Travel Services
1042,TRMB,Trimble Inc.,USD,NMS,Technology,Scientific & Technical Instruments
1043,TROW,"T. Rowe Price Group, Inc.",USD,NMS,Financial Services,Asset Management
1044,TRV,"The Travelers Companies, Inc.",USD,NYQ,Financial Services,Insurance - Property & Casualty
1045,TRW,N/A,N/A,YHD,N/A,N/A
1046,TSCO,Tractor Supply Company,USD,NMS,Consumer Cyclical,Specialty Retail
1047,TSG,N/A,N/A,N/A,N/A,N/A
1048,TSLA,"Tesla, Inc.",USD,NMS,Consumer Cyclical,Auto Manufacturers
1049,TSN,"Tyson Foods, Inc.",USD,NYQ,Consumer Defensive,Farm Products
1050,TSS,N/A,N/A,N/A,N/A,N/A
1051,TT,Trane Technologies plc,USD,NYQ,Industrials,Building Products & Equipment
1052,TTWO,"Take-Two Interactive Software, Inc.",USD,NMS,Communication Services,Electronic Gaming & Multimedia
1053,TUP,N/A,N/A,N/A,N/A,N/A
1054,TWC,N/A,N/A,YHD,N/A,N/A
1055,TWTR,N/A,N/A,N/A,N/A,N/A
1056,TWX,N/A,N/A,YHD,N/A,N/A
1057,TX,Ternium S.A.,USD,NYQ,Basic Materials,Steel
1058,TXN,Texas Instruments Incorporated,USD,NMS,Technology,Semiconductors
1059,TXT,Textron Inc.,USD,NYQ,Industrials,Aerospace & Defense
1060,TXU,N/A,N/A,YHD,N/A,N/A
1061,TYL,"Tyler Technologies, Inc.",USD,NYQ,Technology,Software - Application
1062,UA,"Under Armour, Inc.",USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1063,UAA,"Under Armour, Inc.",USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1064,UAL,"United Airlines Holdings, Inc.",USD,NMS,Industrials,Airlines
1065,UAWGQ,N/A,N/A,N/A,N/A,N/A
1066,UBER,"Uber Technologies, Inc.",USD,NYQ,Technology,Software - Application
1067,UCC,ProShares Ultra Consumer Discretionary,USD,PCX,N/A,N/A
1068,UCL,uCloudlink Group Inc.,USD,NGM,Communication Services,Telecom Services
1069,UCM,N/A,N/A,YHD,N/A,N/A
1070,UDR,"UDR, Inc.",USD,NYQ,Real Estate,REIT - Residential
1071,UHS,"Universal Health Services, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
1072,UIS,Unisys Corporation,USD,NYQ,Technology,Information Technology Services
1073,UK,Ucommune International Ltd,USD,NCM,Real Estate,Real Estate Services
1074,ULTA,"Ulta Beauty, Inc.",USD,NMS,Consumer Cyclical,Specialty Retail
1075,UMG,N/A,N/A,N/A,N/A,N/A
1076,UN,N/A,N/A,N/A,N/A,N/A
1077,UNH,UnitedHealth Group Incorporated,USD,NYQ,Healthcare,Healthcare Plans
1078,UNM,Unum Group,USD,NYQ,Financial Services,Insurance - Life
1079,UNP,Union Pacific Corporation,USD,NYQ,Industrials,Railroads
1080,UPC,Universe Pharmaceuticals INC,USD,NCM,Healthcare,Drug Manufacturers - Specialty & Generic
1081,UPR,N/A,N/A,YHD,N/A,N/A
1082,UPS,"United Parcel Service, Inc.",USD,NYQ,Industrials,Integrated Freight & Logistics
1083,URBN,"Urban Outfitters, Inc.",USD,NMS,Consumer Cyclical,Apparel Retail
1084,URI,"United Rentals, Inc.",USD,NYQ,Industrials,Rental & Leasing Services
1085,USB,U.S. Bancorp,USD,NYQ,Financial Services,Banks - Regional
1086,USBC,"USBC, Inc.",USD,ASE,Technology,Scientific & Technical Instruments
1087,USH,N/A,N/A,NMS,N/A,N/A
1088,USHC,N/A,N/A,N/A,N/A,N/A
1089,USS,N/A,N/A,YHD,N/A,N/A
1090,UST,ProShares Ultra 7-10 Year Treasury,USD,PCX,N/A,N/A
1091,USW,N/A,N/A,YHD,N/A,N/A
1092,UTX,N/A,N/A,N/A,N/A,N/A
1093,UVN,N/A,N/A,YHD,N/A,N/A
1094,V,Visa Inc.,USD,NYQ,Financial Services,Credit Services
1095,VAR,N/A,N/A,N/A,N/A,N/A
1096,VAT,N/A,N/A,NMS,N/A,N/A
1097,VFC,V.F. Corporation,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1098,VIAB,N/A,N/A,N/A,N/A,N/A
1099,VIAC,N/A,N/A,N/A,N/A,N/A
1100,VIAV,Viavi Solutions Inc.,USD,NMS,Technology,Communication Equipment
1101,VICI,VICI Properties Inc.,USD,NYQ,Real Estate,REIT - Diversified
1102,VLO,Valero Energy Corporation,USD,NYQ,Energy,Oil & Gas Refining & Marketing
1103,VLTO,Veralto Corporation,USD,NYQ,Industrials,Pollution & Treatment Controls
1104,VMC,Vulcan Materials Company,USD,NYQ,Basic Materials,Building Materials
1105,VNO,Vornado Realty Trust,USD,NYQ,Real Estate,REIT - Office
1106,VNT,Vontier Corporation,USD,NYQ,Technology,Scientific & Technical Instruments
1107,VO,Vanguard Mid-Cap Index Fund ETF Shares,USD,PCX,N/A,N/A
1108,VRSK,"Verisk Analytics, Inc.",USD,NMS,Industrials,Consulting Services
1109,VRSN,"VeriSign, Inc.",USD,NMS,Technology,Software - Infrastructure
1110,VRTS,"Virtus Investment Partners, Inc.",USD,NYQ,Financial Services,Asset Management
1111,VRTX,Vertex Pharmaceuticals Incorporated,USD,NMS,Healthcare,Biotechnology
1112,VST,Vistra Corp.,USD,NYQ,Utilities,Utilities - Independent Power Producers
1113,VSTNQ,N/A,N/A,N/A,N/A,N/A
1114,VTR,"Ventas, Inc.",USD,NYQ,Real Estate,REIT - Healthcare Facilities
1115,VTRS,Viatris Inc.,USD,NMS,Healthcare,Drug Manufacturers - Specialty & Generic
1116,VTSS,N/A,N/A,YHD,N/A,N/A
1117,VZ,Verizon Communications Inc.,USD,NYQ,Communication Services,Telecom Services
1118,WAB,Westinghouse Air Brake Technologies Corporation,USD,NYQ,Industrials,Railroads
1119,WAI,Top KingWin Ltd,USD,NCM,Financial Services,Capital Markets
1120,WAMUQ,N/A,N/A,YHD,N/A,N/A
1121,WAT,Waters Corporation,USD,NYQ,Healthcare,Diagnostics & Research
1122,WB,Weibo Corporation,USD,NMS,Communication Services,Internet Content & Information
1123,WBA,"Walgreens Boots Alliance, Inc.",USD,NMS,Healthcare,Pharmaceutical Retailers
1124,WBD,"Warner Bros. Discovery, Inc.",USD,NMS,Communication Services,Entertainment
1125,WCG,N/A,N/A,N/A,N/A,N/A
1126,WCOEQ,N/A,N/A,YHD,N/A,N/A
1127,WDAY,"Workday, Inc.",USD,NMS,Technology,Software - Application
1128,WDC,Western Digital Corporation,USD,NMS,Technology,Computer Hardware
1129,WEC,"WEC Energy Group, Inc.",USD,NYQ,Utilities,Utilities - Regulated Electric
1130,WELL,Welltower Inc.,USD,NYQ,Real Estate,REIT - Healthcare Facilities
1131,WEN,The Wendy's Company,USD,NMS,Consumer Cyclical,Restaurants
1132,WFC,Wells Fargo & Company,USD,NYQ,Financial Services,Banks - Diversified
1133,WFM,N/A,N/A,YHD,N/A,N/A
1134,WFT,Weatherford International plc,N/A,N/A,N/A,N/A
1135,WHR,Whirlpool Corporation,USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1136,WIN,N/A,N/A,N/A,N/A,N/A
1137,WLA,N/A,N/A,YHD,N/A,N/A
1138,WLL,N/A,N/A,N/A,N/A,N/A
1139,WLP,N/A,N/A,YHD,N/A,N/A
1140,WLTW,N/A,N/A,N/A,N/A,N/A
1141,WM,"Waste Management, Inc.",USD,NYQ,Industrials,Waste Management
1142,WMB,"The Williams Companies, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
1143,WMT,Walmart Inc.,USD,NYQ,Consumer Defensive,Discount Stores
1144,WMX,N/A,N/A,NYS,N/A,N/A
1145,WNDXQ,N/A,N/A,YHD,N/A,N/A
1146,WOR,"Worthington Enterprises, Inc.",USD,NYQ,Industrials,Metal Fabrication
1147,WPX,N/A,N/A,N/A,N/A,N/A
1148,WRB,W. R. Berkley Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
1149,WRK,N/A,N/A,N/A,N/A,N/A
1150,WST,"West Pharmaceutical Services, Inc.",USD,NYQ,Healthcare,Medical Instruments & Supplies
1151,WTW,Willis Towers Watson Public Limited Company,USD,NMS,Financial Services,Insurance Brokers
1152,WU,The Western Union Company,USD,NYQ,Financial Services,Credit Services
1153,WWY,N/A,N/A,YHD,N/A,N/A
1154,WY,Weyerhaeuser Company,USD,NYQ,Real Estate,REIT - Specialty
1155,WYE,N/A,N/A,YHD,N/A,N/A
1156,WYND,N/A,N/A,N/A,N/A,N/A
1157,WYNN,"Wynn Resorts, Limited",USD,NMS,Consumer Cyclical,Resorts & Casinos
1158,X,N/A,N/A,N/A,N/A,N/A
1159,XEC,N/A,N/A,N/A,N/A,N/A
