,Ticker,Name,Währung,Börse,Sektor,Branche
1157,VRSK,"Verisk Analytics, Inc.",USD,NMS,Industrials,Consulting Services
1158,VRSN,"VeriSign, Inc.",USD,NMS,Technology,Software - Infrastructure
1159,VRTS,"Virtus Investment Partners, Inc.",USD,NYQ,Financial Services,Asset Management
1160,VRTX,Vertex Pharmaceuticals Incorporated,USD,NMS,Healthcare,Biotechnology
1161,VST,Vistra Corp.,USD,NYQ,Utilities,Utilities - Independent Power Producers
1162,VSTNQ,N/A,N/A,N/A,N/A,N/A
1163,VTR,"Ventas, Inc.",USD,NYQ,Real Estate,REIT - Healthcare Facilities
1164,VTRS,Viatris Inc.,USD,NMS,Healthcare,Drug Manufacturers - Specialty & Generic
1165,VTSS,N/A,N/A,YHD,N/A,N/A
1166,VZ,Verizon Communications Inc.,USD,NYQ,Communication Services,Telecom Services
1167,WAB,Westinghouse Air Brake Technologies Corporation,USD,NYQ,Industrials,Railroads
1168,WAI,Top KingWin Ltd,USD,NCM,Financial Services,Capital Markets
1169,WAMUQ,N/A,N/A,YHD,N/A,N/A
1170,WAT,Waters Corporation,USD,NYQ,Healthcare,Diagnostics & Research
1171,WB,Weibo Corporation,USD,NMS,Communication Services,Internet Content & Information
1172,WBA,"Walgreens Boots Alliance, Inc.",USD,NMS,Healthcare,Pharmaceutical Retailers
1173,WBD,"Warner Bros. Discovery, Inc.",USD,NMS,Communication Services,Entertainment
1174,WCG,N/A,N/A,N/A,N/A,N/A
1175,WCOEQ,N/A,N/A,YHD,N/A,N/A
1176,WDAY,"Workday, Inc.",USD,NMS,Technology,Software - Application
1177,WDC,Western Digital Corporation,USD,NMS,Technology,Computer Hardware
1178,WEC,"WEC Energy Group, Inc.",USD,NYQ,Utilities,Utilities - Regulated Electric
1179,WELL,Welltower Inc.,USD,NYQ,Real Estate,REIT - Healthcare Facilities
1180,WEN,The Wendy's Company,USD,NMS,Consumer Cyclical,Restaurants
1181,WFC,Wells Fargo & Company,USD,NYQ,Financial Services,Banks - Diversified
1182,WFM,N/A,N/A,YHD,N/A,N/A
1183,WFT,Weatherford International plc,N/A,N/A,N/A,N/A
1184,WHR,Whirlpool Corporation,USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1185,WIN,N/A,N/A,N/A,N/A,N/A
1186,WLA,N/A,N/A,YHD,N/A,N/A
1187,WLL,N/A,N/A,N/A,N/A,N/A
1188,WLP,N/A,N/A,YHD,N/A,N/A
1189,WLTW,N/A,N/A,N/A,N/A,N/A
1190,WM,"Waste Management, Inc.",USD,NYQ,Industrials,Waste Management
1191,WMB,"The Williams Companies, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
1192,WMT,Walmart Inc.,USD,NYQ,Consumer Defensive,Discount Stores
1193,WMX,N/A,N/A,NYS,N/A,N/A
1194,WNDXQ,N/A,N/A,YHD,N/A,N/A
1195,WOR,"Worthington Enterprises, Inc.",USD,NYQ,Industrials,Metal Fabrication
1196,WPX,N/A,N/A,N/A,N/A,N/A
1197,WRB,W. R. Berkley Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
1198,WRK,N/A,N/A,N/A,N/A,N/A
1199,WST,"West Pharmaceutical Services, Inc.",USD,NYQ,Healthcare,Medical Instruments & Supplies
1200,WTW,Willis Towers Watson Public Limited Company,USD,NMS,Financial Services,Insurance Brokers
1201,WU,The Western Union Company,USD,NYQ,Financial Services,Credit Services
1202,WWY,N/A,N/A,YHD,N/A,N/A
1203,WY,Weyerhaeuser Company,USD,NYQ,Real Estate,REIT - Specialty
1204,WYE,N/A,N/A,YHD,N/A,N/A
1205,WYND,N/A,N/A,N/A,N/A,N/A
1206,WYNN,"Wynn Resorts, Limited",USD,NMS,Consumer Cyclical,Resorts & Casinos
1207,X,United States Steel Corporation,USD,NYQ,Basic Materials,Steel
1208,XEC,N/A,N/A,N/A,N/A,N/A
1209,XEL,Xcel Energy Inc.,USD,NMS,Utilities,Utilities - Regulated Electric
1210,XL,N/A,N/A,N/A,N/A,N/A
1211,XLNX,N/A,N/A,N/A,N/A,N/A
1212,XOM,Exxon Mobil Corporation,USD,NYQ,Energy,Oil & Gas Integrated
1213,XRAY,DENTSPLY SIRONA Inc.,USD,NMS,Healthcare,Medical Instruments & Supplies
1214,XRX,Xerox Holdings Corporation,USD,NMS,Technology,Information Technology Services
1215,XTO,N/A,N/A,YHD,N/A,N/A
1216,XYL,Xylem Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
1217,YNR,N/A,N/A,YHD,N/A,N/A
1218,YRCW,N/A,N/A,N/A,N/A,N/A
1219,YUM,"Yum! Brands, Inc.",USD,NYQ,Consumer Cyclical,Restaurants
1220,ZBH,"Zimmer Biomet Holdings, Inc.",USD,NYQ,Healthcare,Medical Devices
1221,ZBRA,Zebra Technologies Corporation,USD,NMS,Technology,Communication Equipment
1222,ZION,"Zions Bancorporation, National Association",USD,NMS,Financial Services,Banks - Regional
1223,ZTS,Zoetis Inc.,USD,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic
